Year,Team,Player,G,W,L,IP,ERA,FIP,WHIP,K%,BB%,HR/9,BABIP,V_R_ERA,V_R_WHIP,V_R_AVG,V_R_OBP,V_L_ERA,V_L_WHIP,V_L_AVG,V_L_OBP
2025,키움,박정훈,16,0,1,23.0,7.43,7.01,1.91,6.0,17.2,0.39,0.277,4.76,1.76,0.237,0.415,9.26,1.97,0.306,0.410
2025,키움,김서준,4,0,0,5.1,20.25,9.51,3.56,11.8,14.7,3.38,0.522,23.14,4.29,0.533,0.588,16.88,3.00,0.455,0.533
2025,키움,박주성,18,2,3,52.0,6.58,5.90,1.52,11.1,6.8,1.56,0.302,4.20,1.13,0.225,0.290,10.80,1.95,0.375,0.412
2025,키움,조영건,51,5,5,77.2,5.68,5.97,1.57,13.3,10.8,1.39,0.288,4.75,1.39,0.274,0.333,6.81,1.64,0.278,0.367
2025,키움,김연주,20,1,3,51.2,6.62,6.73,1.78,11.2,10.0,1.74,0.318,4.25,1.35,0.241,0.336,9.28,2.25,0.384,0.447
2025,키움,임진묵,4,0,0,3.2,24.55,7.11,4.09,10.7,17.9,0.00,0.526,13.50,1.50,0.364,0.385,36.00,9.00,0.556,0.692
2025,키움,양지율,18,0,2,14.0,8.36,6.97,1.79,14.5,10.1,1.93,0.326,3.38,1.13,0.179,0.343,15.88,2.82,0.433,0.485
2025,키움,박윤성,54,0,5,51.2,4.53,5.29,1.43,17.7,8.4,1.57,0.299,4.07,1.64,0.283,0.360,5.33,1.22,0.260,0.311
2025,키움,김윤하,19,0,12,88.0,6.14,6.31,1.78,12.3,10.4,1.64,0.321,6.00,1.73,0.305,0.376,6.28,1.86,0.313,0.393
2025,키움,이준우,31,1,4,23.0,8.61,5.92,2.13,18.6,10.2,2.35,0.405,8.25,2.00,0.358,0.414,8.44,1.97,0.326,0.415
2025,키움,전준표,21,2,2,20.1,8.85,6.55,2.56,13.2,16.7,0.89,0.431,9.58,2.32,0.333,0.473,8.68,2.89,0.419,0.528
2025,키움,윤현,17,2,1,22.0,8.59,7.37,2.45,12.0,18.4,0.82,0.363,12.19,2.23,0.333,0.458,4.76,2.47,0.311,0.468
2025,키움,원종현,61,2,4,54.1,6.13,4.29,1.58,16.1,7.3,0.83,0.360,4.86,1.32,0.274,0.333,7.65,1.90,0.364,0.406
2025,KIA,네일,27,8,4,164.1,2.25,3.13,1.07,22.9,6.2,0.33,0.291,2.32,0.92,0.216,0.269,2.22,1.22,0.237,0.313
2025,KIA,올러,26,11,7,149.0,3.62,2.90,1.15,27.3,7.6,0.48,0.306,3.66,1.15,0.224,0.297,3.39,1.06,0.210,0.272
2025,KIA,성영탁,45,3,2,52.1,1.55,3.74,0.97,15.2,6.6,0.34,0.238,1.50,0.90,0.193,0.233,1.83,1.17,0.258,0.319
2025,KIA,전상현,74,7,5,70.0,3.34,3.73,1.20,17.2,6.9,0.51,0.282,2.95,0.96,0.223,0.253,3.94,1.45,0.252,0.338
2025,KIA,조상우,72,6,6,60.0,3.90,4.27,1.52,20.3,10.0,0.75,0.343,3.31,1.42,0.252,0.360,2.74,1.57,0.298,0.365
2025,KIA,김도현,24,4,7,125.1,4.81,4.64,1.45,12.7,5.9,0.79,0.322,2.87,1.18,0.245,0.305,7.19,1.79,0.346,0.393
2025,KIA,양현종,30,7,9,153.0,5.06,4.35,1.49,16.1,8.4,0.71,0.327,4.45,1.42,0.264,0.338,6.59,1.68,0.329,0.373
2025,KIA,정해영,60,3,7,61.2,3.79,2.86,1.51,26.2,6.5,0.58,0.401,3.41,1.55,0.309,0.348,4.50,1.57,0.298,0.363
2025,KIA,김기훈,24,1,1,27.2,3.25,3.61,1.27,23.1,8.5,0.65,0.303,3.14,1.19,0.245,0.305,3.46,1.23,0.234,0.296
2025,KIA,김태형,8,0,3,23.2,4.56,6.07,1.35,13.1,6.5,1.52,0.284,4.73,1.43,0.294,0.357,4.50,1.30,0.250,0.348
2025,KIA,김현수,18,0,0,18.1,2.45,5.46,1.64,12.8,15.1,0.98,0.259,2.25,2.00,0.351,0.415,2.79,1.34,0.129,0.317
2025,KIA,윤영철,13,2,7,50.0,5.58,4.70,1.64,18.9,13.2,0.72,0.324,3.20,1.78,0.247,0.400,8.10,1.37,0.274,0.317
2025,KIA,김민재,1,0,0,2.0,0.00,2.67,1.00,12.5,0.0,0.00,0.286,0.00,1.50,0.333,0.333,0.00,1.00,0.250,0.250
2025,KIA,윤중현,13,1,0,10.1,4.35,6.08,1.65,14.6,14.6,1.74,0.258,5.40,1.20,0.174,0.296,0.00,2.33,0.357,0.438
2025,KIA,황동하,18,1,2,35.2,5.30,4.25,1.35,20.0,6.5,1.01,0.327,3.74,0.97,0.215,0.279,9.00,2.17,0.385,0.441
2025,KIA,유지성,1,0,0,1.0,0.00,3.92,0.00,0.0,0.0,0.00,0.000,0.00,0.00,0.000,0.000,0.00,0.00,0.000,0.000
2025,KIA,유승철,1,0,0,2.0,4.50,3.37,2.50,27.3,18.2,0.00,0.500,0.00,0.75,0.000,0.200,13.50,6.00,0.600,0.667
2025,KIA,김정엽,2,0,0,1.0,18.00,10.32,1.00,0.0,20.0,0.00,0.000,54.00,3.00,0.000,0.667,0.00,0.00,0.000,0.000
2025,KIA,장재혁,3,0,0,3.0,6.00,9.42,2.00,15.4,23.1,3.00,0.286,5.40,1.20,0.200,0.333,6.75,3.00,0.400,0.571
2025,KIA,이도현,6,1,1,13.0,6.92,5.32,1.92,13.8,12.3,0.69,0.348,3.72,1.34,0.222,0.326,18.00,4.00,0.500,0.571
2025,KIA,김대유,15,0,1,8.1,9.72,5.98,1.92,7.1,9.5,1.08,0.324,21.60,2.40,0.286,0.444,6.75,1.65,0.310,0.344
2025,KIA,홍원빈,2,0,0,1.2,27.00,10.10,3.60,9.1,36.4,0.00,0.333,67.50,3.00,0.500,0.500,0.00,4.00,0.250,0.571
2025,KIA,이준영,57,3,1,34.0,4.76,4.55,1.38,23.4,7.6,1.59,0.326,9.00,1.88,0.281,0.395,3.55,1.26,0.276,0.311
2025,KIA,김민주,3,0,0,3.0,12.00,6.52,2.00,11.8,11.8,0.00,0.364,5.40,1.20,0.286,0.286,20.25,3.00,0.400,0.600
2025,KIA,최지민,66,2,4,53.1,6.58,6.51,1.82,15.4,20.2,0.84,0.270,5.79,1.80,0.214,0.382,7.14,1.72,0.238,0.409
2025,KIA,이성원,4,0,0,2.2,16.88,9.51,2.63,15.8,21.1,0.00,0.333,36.00,4.00,0.333,0.636,5.40,1.80,0.167,0.375
2025,KIA,곽도규,9,0,0,4.0,13.50,7.19,2.25,22.7,27.3,0.00,0.333,27.00,4.50,0.333,0.600,12.00,1.67,0.111,0.467
2025,KIA,김시훈,9,1,0,9.2,7.45,7.13,1.55,16.3,9.3,2.79,0.276,9.00,1.83,0.333,0.407,5.40,1.20,0.214,0.267
2025,KIA,이의리,10,1,4,39.2,7.94,5.81,1.82,21.8,16.1,1.36,0.324,7.04,1.70,0.233,0.374,8.04,1.79,0.279,0.392
2025,KIA,임기영,10,1,1,9.0,13.00,6.60,3.00,9.6,7.7,2.00,0.525,7.50,2.83,0.483,0.531,27.00,3.75,0.529,0.556
2025,KIA,이호민,13,1,0,14.2,8.59,4.91,2.05,9.7,12.5,0.00,0.404,5.14,2.14,0.407,0.469,12.86,2.14,0.345,0.472
2025,KIA,이형범,12,0,0,10.0,11.70,3.70,2.60,10.7,8.9,0.00,0.477,11.37,2.68,0.467,0.486,12.27,2.45,0.389,0.450
2025,KIA,김건국,26,0,3,46.0,6.85,6.61,1.65,14.4,7.9,2.15,0.318,5.33,1.52,0.279,0.361,9.53,1.94,0.375,0.412
2025,KIA,한재승,18,1,0,15.1,10.57,6.96,2.15,23.0,16.2,2.35,0.436,9.82,2.59,0.419,0.513,12.86,1.86,0.308,0.406
2025,NC,라일리,30,17,7,172.0,3.45,3.12,1.12,30.5,7.9,0.94,0.286,3.48,1.03,0.215,0.264,3.56,1.24,0.214,0.295
2025,NC,로건,32,7,12,173.0,4.53,4.39,1.43,19.4,8.7,0.94,0.310,5.44,1.43,0.268,0.338,3.36,1.46,0.261,0.337
2025,NC,신민혁,28,6,3,132.0,4.77,5.18,1.32,14.8,4.6,1.57,0.294,5.81,1.52,0.300,0.351,3.94,1.17,0.265,0.294
2025,NC,류진욱,62,4,3,66.0,3.27,4.44,1.18,20.7,10.2,0.82,0.250,4.26,1.14,0.200,0.313,2.43,1.23,0.225,0.304
2025,NC,김진호,76,4,3,72.1,3.36,4.67,1.35,22.2,14.2,0.62,0.260,3.86,1.38,0.198,0.356,3.08,1.39,0.217,0.337
2025,NC,김영규,45,4,3,44.0,2.86,4.05,1.32,18.5,9.5,0.61,0.296,2.81,1.50,0.250,0.352,2.96,1.21,0.253,0.318
2025,NC,배재환,70,2,4,60.1,4.48,4.84,1.41,18.8,13.7,0.45,0.276,3.00,1.37,0.211,0.372,6.28,1.53,0.243,0.366
2025,NC,전사민,74,7,7,82.1,4.26,4.02,1.45,16.8,8.9,0.33,0.328,3.66,1.47,0.260,0.377,4.68,1.37,0.283,0.331
2025,NC,손주환,52,6,1,51.2,4.35,4.52,1.39,16.5,8.5,0.87,0.298,4.75,1.02,0.222,0.267,3.92,1.89,0.319,0.388
2025,NC,구창모,4,1,0,14.1,2.51,2.28,1.19,30.5,5.1,0.63,0.351,1.29,1.14,0.200,0.286,3.68,1.23,0.290,0.290
2025,NC,한재승,18,0,0,18.0,3.00,5.46,2.11,20.7,21.8,0.50,0.367,4.32,2.04,0.250,0.415,1.86,2.07,0.286,0.444
2025,NC,김녹원,21,3,4,70.0,6.56,6.58,1.74,11.3,14.4,1.29,0.289,5.65,1.81,0.243,0.400,7.55,1.78,0.310,0.392
2025,NC,목지훈,16,3,5,58.0,6.05,5.75,1.90,16.1,15.0,0.93,0.344,5.47,1.63,0.280,0.375,6.98,2.19,0.322,0.453
2025,NC,소이현,7,0,0,8.0,5.63,6.18,1.50,8.3,19.4,0.00,0.208,3.60,1.20,0.263,0.333,10.13,2.25,0.000,0.462
2025,NC,임지민,7,0,1,4.2,3.86,3.60,1.29,35.0,25.0,0.00,0.125,0.00,1.50,0.000,0.333,5.40,1.20,0.091,0.286
2025,NC,조민석,6,0,1,13.0,6.92,9.10,1.77,6.6,18.0,2.08,0.220,8.64,1.32,0.185,0.371,4.15,2.54,0.350,0.458
2025,NC,도태훈,1,0,0,1.0,9.00,13.32,3.00,16.7,0.0,9.00,0.500,99.99,99.99,1.000,1.000,0.00,1.50,0.333,0.333
2025,NC,임상현,1,0,0,1.0,18.00,13.52,5.00,0.0,37.5,0.00,0.400,13.50,3.00,0.333,0.500,27.00,9.00,0.500,0.750
2025,NC,김민규,7,0,0,4.2,7.71,4.90,1.93,8.7,17.4,0.00,0.294,10.13,2.63,0.385,0.467,5.40,1.20,0.000,0.286
2025,NC,김태현,5,0,0,3.0,12.00,15.52,2.67,11.8,17.6,6.00,0.375,27.00,9.00,1.000,1.000,10.13,1.88,0.300,0.462
2025,NC,하준영,10,1,1,5.1,6.75,5.17,3.19,15.2,21.2,0.00,0.476,9.00,6.00,0.600,0.750,6.23,2.54,0.333,0.440
2025,NC,신영우,8,1,3,14.1,7.53,6.51,1.67,27.9,23.5,1.26,0.222,7.20,2.80,0.250,0.536,7.71,1.07,0.133,0.308
2025,NC,김태훈,18,0,0,19.0,5.21,8.10,1.74,9.6,17.0,1.90,0.206,3.12,1.27,0.129,0.308,6.30,2.10,0.279,0.404
2025,NC,최우석,12,0,0,14.1,8.16,4.14,2.23,20.0,12.0,0.63,0.449,4.50,1.38,0.250,0.314,11.37,3.00,0.433,0.514
2025,NC,김시훈,15,0,0,16.0,8.44,6.17,1.75,14.7,8.0,2.25,0.333,5.87,2.22,0.344,0.447,9.00,1.25,0.294,0.286
2025,NC,이용찬,12,1,2,15.1,10.57,5.75,2.28,16.9,14.5,0.59,0.423,13.50,1.73,0.343,0.429,7.50,3.00,0.333,0.514
2025,NC,이준혁,25,1,3,37.0,7.30,6.54,1.70,17.6,11.8,1.95,0.337,6.30,1.45,0.274,0.386,6.75,1.94,0.333,0.432
2025,NC,최성영,35,2,2,47.2,6.23,5.70,1.89,14.5,12.3,1.13,0.364,5.40,1.80,0.304,0.391,6.49,1.94,0.343,0.432
2025,NC,김재열,22,0,1,21.2,6.23,7.33,2.22,14.4,14.4,2.08,0.380,8.44,2.53,0.396,0.483,4.50,2.00,0.333,0.426
2025,NC,김태경,6,0,0,11.0,10.64,8.88,2.45,16.1,14.5,3.27,0.400,12.00,1.50,0.292,0.370,9.64,3.86,0.458,0.594
2025,NC,임정호,31,1,1,18.2,4.82,5.88,1.45,17.0,10.2,1.45,0.278,0.00,1.31,0.250,0.318,6.75,1.50,0.255,0.381
